Job Title,Description,District,Work Mode
Auditor en Tasador de Joyas,"Somos una importante Entidad Financiera líder en el producto pignoraticio y microfinanzas, con un portafolio de diversos productos; y actualmente en crecimiento, por lo que requerimos incorporar a la compañía 01 Auditor en Tasador de Joyas que cumplan con el siguiente perfil:
REQUISITOS:
Profesional con estudios en Administración, Contabilidad, Ingeniería Industrial, Economía, otros.
Experiencia 4 años en tasación de joyas en Instituciones financieras.
Cursos y certificacion de metales preciosos.
Manejo de instrumentos de tasación de metales preciosos.
FUNCIONES
Aplicar procedimientos de tasación mediante técnicas especializadas para determinar el valor económico de las joyas.
Evaluar la autenticidad y características de las piedras preciosas.
Identificar daños y desgaste , verificando si tiene rayones u otros daños que afecten su valor.
Redacción de informes de auditoría sobre retasación de Joyas.
BENEFICIOS
Remuneración acorde al mercado
Plan de salud cubierto al 80% (EPS).
Buen clima laboral
Goce de convenios corporativos exclusivos para los colaboradores y sus familias; contamos con convenios educativos, recreativos, salud y mucho más; los cuales están al alcance de todos nuestros colaboradores.",San Isidro,Presencial
Frontend Developer (REACT/JS/TS),"ZUTUN. es una empresa de software boutique con amplia experiencia en banca, seguros, fintech y retail. Nuestro colectivo funciona como un verdadero equipo, valorando la colaboración, la sinergia y el apoyo mutuo entre nuestros miembros, reconociendo que el talento es el núcleo y el equipo es quien juega el partido.
Te invitamos a participar de proceso FRONTEND DEVELOPER REACT y ser parte de esta experiencia:
REQUISITOS:
Experiencia mínima de 3 años en JavaScript y 2 años en desarrollo web con React (Next.js, React Router u otros frameworks).
Nivel intermedio en TypeScript.
Conocimientos en pruebas unitarias.
Manejo avanzado de CSS puro y librerías como Tailwind CSS.
Experiencia con Git en entornos colaborativos.
(Deseable) Experiencia en Node.js.
(Deseable) Conocimientos en CI/CD e Infraestructura como Código (IaC).
Disponibilidad para trabajar de manera Híbrida en la sede del cliente, distrito PUEBLO LIBRE: 3 dias remoto y 2 presencial, de Lunes a Viernes.
QUÉ VALORAMOS
Proactividad, orientación a la calidad de código y capacidad de trabajo en equipo.
Interés en aprender y aportar en la capa backend y en la nube.
OFRECEMOS
Oportunidades de aprendizaje, donde tú eres responsable de tu desarrollo.
Trabajo colaborativo en un entorno creativo.
Acceso a herramientas y tecnologías de vanguardia.
Ambiente de trabajo dinámico con enfoque en la mejora continua.
Trabajo en base al sentido común, metas, flexibilidad de horarios y de manera hibrida.
Una organización totalmente horizontal, donde se escuchan tus ideas y opiniones, sin jerarquías ni egos, basado en nuestra cultura C+
✅ Consideraciones: RECIBO POR HONORARIOS, tiempo de contratación: 3 MESES RENOVABLES.
✅ Visita nuestra página WEB: www.zutun.io",Pueblo Libre,Híbrido
Analista Programador Java / Remoto / Planilla Completa,"Estimados por encargo de nuestro cliente importante empresa del rubro retail, estamos en búsqueda de:
(1) Analista Programador Java
Requisitos:
Carreras universitarias y/o técnicas en Computación e Informática, Sistemas a fines.
Con experiencia mínima de 3 años desarrollando.
Indispensable experiencia conocimiento en JAVA Swing, SQL y Oracle.
Funciones:
Analizar, diseñar, desarrollar, probar e implementar las soluciones de software destinadas a atender los requerimientos o tareas de proyecto que le correspondan.
Interactuar con las áreas usuarias para la solución de las tareas asignadas.
Administrar y velar por la correcta documentación de los proyectos que le sean asignados.
Realizar propuestas de valor que permitan disminuir la carga operativa, reducir los costos y mejorar los procesos con el uso de la tecnología.
Colaborar con las áreas correspondientes para llevar a cabo correctamente los pases a Producción.",Lima,Remoto
Programador Electrico,"Requisitos:
Disponibilidad para laborar en diferentes proyectos dentro de Lima.
Diseñar, desarrollar y optimizar programas de control (PLC) y regularizar la maquinaria que se considera pertinente.
Conocimientos en mantenimiento y conexión de tableros eléctricos.
Elaboración de tableros de fuerza y control utilizando AutoCAD y EPLAN.
Corregir errores de programación. Detectar posibles problemas eléctricos.
Programación de variadores de frecuencia y arrancadores suaves
Técnico o egresado en Electricidad, Electrónica, Electrotecnia, Mecatrónica,Automatización Industrial o carreras afines.
Ofrecemos:
Ingreso a planilla desde el primer día con todos los beneficios de ley.
Estabilidad laboral y buen clima de trabajo.
Oportunidad de desarrollo profesional en una empresa sólida.",Lima,Presencial
Desarrollador Backend Java,"Actualmente nos encontramos en búsqueda de 03 Desarrolladores Backend Java para que se integren a nuestro equipo.
Requisitos
Profesional en Ingeniería de Sistemas, Computación, Informática o carreras afines.
Experiencia mínima de 3 años en desarrollo con entorno Java
Experiencia desarrollo de aplicaciones backend con Java 8, 11 o 17.
Conocimientos sólidos en Spring Boot y otros frameworks del ecosistema Spring.
Experiencia en diseño y desarrollo de microservicios aplicando principios de arquitectura limpia.
Dominio de programación funcional y reactiva (WebFlux, RxJava).
Conocimiento en pruebas unitarias con JUnit y Mockito, así como en metodologías BDD.
Familiaridad con prácticas de desarrollo seguro (OWASP, OAuth2).
Experiencia en bases de datos relacionales (SQL Server, Azure SQL) y no relacionales.
Conocimientos en servicios de Azure como Blob Storage, Functions, API Management y Key Vault.
Experiencia en contenedores y orquestación con Docker, Kubernetes y AKS.
Aplicación de principios SOLID, Clean Code, TDD y BDD en el ciclo de desarrollo.
Manejo de herramientas de control de versiones (Git) y prácticas DevOps.
Conocimiento en CI/CD, pipelines y herramientas como Jenkins.
Familiaridad con herramientas complementarias como Sonarqube, Fortify y Kibana.
Trabajo colaborativo bajo metodologías ágiles, especialmente Scrum.",La Molina,Híbrido
Developer Node.js,"Somos NTT DATA, la empresa de servicios TI más grande del mundo, contamos con más de 140.000 profesionales y operamos en más de 50 países. Brindamos soluciones de negocio, estrategia, desarrollo y mantenimiento de aplicaciones tecnológicas y outsourcing.
Queremos seguir construyendo un entorno único de colaboración, creativo, cercano y generoso; que nos permita seguir evolucionando juntos, como comunidad y como sociedad, prosperando en un día a día lleno de nuevas y mejores posibilidades.
En NTT DATA todos somos Digital Lovers, nos une la tecnología y el corazón, dos ideas que cuando se mezclan nos dan infinitas posibilidades. Ser un Digital Lover es ser un amante de lo digital, es poner el corazón en lo que se hace, es no tener miedo de tener la cabeza en las nubes y ser capaz de iniciar cada proyecto con mariposas en el estómago.
REQUISITOS:
Egresado o bachiller de la carrera universitaria o técnica relacionadas a ingeniería de sistemas, informática, computación o a fines.
Experiencia de 2 años en Node.js
Experiencia en Vue.js
Experiencia en BD Postgresql
Conocimiento sobre Cloud AWS
CONDICIONES:
Disponibilidad para trabajar de lunes a viernes de 9am a 7pm
Disponibilidad Hibrida en San Isidro
BENEFICIOS:
📝 Contrato indefinido bajo planilla desde el primer día
🚑 EPS y Seguro Oncológico cubierto al 1 00%
💳 Tarjeta de Alimentación PLUXEE.
🎯 Día libres adicionales a vacaciones.
🎖️ Inmejorable oportunidad de línea de carrera profesional en nuestra consultora líder en el mercado TI.
🌎 Oportunidad de trabajar en proyectos de clientes de gran envergadura locales e internacionales.
📚 Capacitaciones y Certificaciones.
“NTT DATA es un entorno inclusivo donde cada voz es escuchada y cada historia es valorada. Por eso, nuestro proceso de selección y reclutamiento se enfoca en identificar el talento sin distinción o sesgos relacionados con género, sexo, orientación sexual, discapacidad, edad u otras características personales”",Lima,Híbrido
ANALISTA PROGRAMADOR JAVA,"En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un ANALISTA PROGRAMADOR JAVA
Principales funciones o actividades
- Diseñar y desarrollar aplicaciones en JAVA.
- Ejecutar pruebas de software.
- Relevar requerimientos.
- Brindar soporte a las pruebas con usuarios.
- Realizar documentación.
- Brindar soporte al despliegue en entornos productivos y no productivos.
- Desarrollo de apis REST
¿Qué requisitos necesito?
- Técnico, Egresado o Bachiller de las carreras de Ingeniería de Sistemas, Ingeniería Informática o afines.
- +3 años de experiencia comprobable
- Conocimientos de Java: JDK 18 + Spring Boot (Requerido).
- Experiencia en creación de API Restful
- Experiencia en documentación de servicios con swagger.
- Conocimiento de Pruebas unitarias: JUnit, Mockito.
- Conocimiento de Git, Bitbucket .
- Conocimiento de CI/CD, devops y pipelines (Jenkins).
- Conocimiento de Apache Hive.
- Conocimiento Kubernetes.
- Deseable conocimiento de Anthos.
- Deseable conocimiento de Arquitectura de Software: Hexagonal o Arquitectura limpia
- Deseable conocimiento de Seguridad JWT (autenticación y autorización) Spring Security + OAuth2.
- Deseable manejo de Jira.",San Borja,Híbrido
.NET Developer- Junior,"Somos Inetum, una compañía de servicios ágiles que proporciona soluciones digitales y un grupo global de tecnólogos que acompaña a sus clientes en el proceso de digitalización aprovechando al máximo el digital flow.
Ofrecemos a nuestros clientes una combinación única de proximidad, organización sectorial y soluciones de calidad. Presente en más de 26 países, el Grupo tiene cerca de 27.000 colaboradores y apunta a continuar creciendo.
¡En Inetum acompañamos a nuestros clientes y colaboradores en su camino al éxito!
Si te gusta reinventarte y resolver problemas con nuevas estrategias, trabajar en proyectos de IT y de negocios: ¡Postula ahora!
Actualmente nos encontramos en búsqueda de (01) .NET DEVELOPER para que se integren a nuestro equipo en un importante proyecto.
¿Qué esperamos de ti?
Profesional Técnico o Bachiller de las carreras de Ingeniería de Sistemas, Informática, Ciencias de la Computación y/o afines.
Experiencia de 1 años en el rol y/o similares.
Experiencia en desarrollo de aplicaciones web con .net y/o asp.net
Dominio de lenguaje de programación SQL y bases de datos Oracle.
Optimización de consultas SQL
Experiencia en SISS
Experiencia en VB6
Experiencia en Programación en Base de Datos con Transact SQL - MS SQL Server
¿Qué puedes esperar de nosotros?
Remuneración en planilla con todas las condiciones de ley.
Tarjeta de Alimentos",San Isidro,Híbrido
Practicante de Tecnologia e Innovación,"Hoy somos una red global de servicios profesionales con más de 300 000 personas en 149 países, que asisten a clientes en la creación de valor, el manejo de riesgos y la mejora de su desempeño a través de prácticas especializadas en diversas industrias, mediante nuestros servicios de auditoría, consultoría de negocios, asesoría legal y tributaria.
Nos encontramos en la búsqueda de grandes talentos para unirse a nuestra comunidad de solucionadores y resolver problemas importantes en conjunto. ¿Estás listo(a) para este nuevo reto?""
Practicante de Tecnología e Innovación
Funciones:
Nuestro(a) practicante formará parte del equipo del Innovation Lab y podrá asistir en las necesidades:
Soporte a actividades relacionadas con investigaciones.
Ejecución de requerimientos, según necesidad.
Apoyo en la gestión y diseño de proyectos.
Comunicación y coordinación con diversas áreas.
Comunicación con skateholders con habilidades de negociación.
Comunicación con gente de otros países en idioma inglés.
Requisitos:
Estudiante de 9no o 10mo ciclo de las carreras de: Ingeniería Industrial, Ingeniería Empresarial, Administración o afines.
Dominio a nivel intermedio de Excel.
Manejo de software de gestión de proyectos (Project, Notion, entre otros).
Manejo de base de datos (Deseable).
Manejo de tecnologías de desarrollo (Deseable).
Manejo de Power Bi básico intermedio.
Manejo de Python Intermedio.
Manejo de Power Automate , Apps, Agents , entre otros.
Interés por Inteligencia artificial.
Interés por Q&A
En PwC trabajamos en un entorno diverso e inclusivo donde se respetan y valoran las diferencias sin importar la raza, nacionalidad, edad, discapacidad, orientación sexual, identidad o expresión de género, etc, fomentando la igualdad de oportunidades para todas las personas.",Lima,Híbrido
Programador BMS,"More digital. More human. More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.
Buscamos Programador BMS con ganas de trabajar en nuestros equipos multidisciplinares.
¿Qué esperamos por tu parte?
Experiencia mínima de 2 años en sistemas SCADA y/o BMS para control y monitorización de sistemas electromecánicos.
Conocimientos en redes IP y experiencia en sistemas electromecánicos.
Experiencia como programador/desarrollador en alguna de estas herramientas de Schneider Electric: PME (Power Monitoring Expert) PSO (Power SCADA Operation) EBO (EcoStruxure Building Operation)
Deseable:
Programación en otros SCADA/BMS.
Experiencia con redes TCP/IP.
Funciones:
Programación y desarrollo de sistemas SCADA/BMS.
Control y monitoreo de sistemas electromecánicos.
Colaboración con ingenieros y técnicos en sala de control.
Participación en proyectos de automatización de edificios e infraestructura eléctrica.
Modalidad de Trabajo:
100 % Presencial en Lima, Perú.",Lima,Presencial
"Desarrollador Full Stack Node.js, C#, Java, AngularJS","Puesto: Desarrollador Full Stack Senior
📍 Modalidad de trabajo: Híbrido
📍 Sede: Surco
Requisitos:
Educación mínima: Ingeniería de Sistemas, Desarrollo de Software o carreras afines
Experiencia: mínimo 5 años en desarrollo de software
Conocimientos sólidos en:
Bases de datos: PostgreSQL, MySQL, SQL
Lenguajes y frameworks: Node.js, C#, Java, AngularJS
Arquitectura: Microservicios
Competencias valoradas:
Capacidad de análisis y resolución de problemas
Trabajo en equipo y comunicación efectiva
Proactividad y orientación a resultados
Ofrecemos:
Participación en proyectos desafiantes e innovadores
Ambiente colaborativo y en constante aprendizaje
Plan de desarrollo profesional",Lima,Híbrido
Desarrollador Backend JavaScript senior - REMOTO,"CSTI Corp es una empresa peruana líder en la industria TI con más de 15 años en el mercado en países como Perú, Ecuador, Colombia, Costa Rica y Estados Unidos.
Ofrece soluciones de negocios en las líneas de Outsourcing, Licenciamientos SAP y Microsoft, soporte y mejora de aplicaciones, así como implementación y migración de sistemas bajo estrategias Cloud, aprovechando su alianza con marcas como Amazon, Azure, Huawei Cloud y Google Cloud.
Nos encontramos en la búsqueda de ""Desarrollador Backend (JavaScript) Senior
Requisitos:
Bachiller en Ing de Sistemas, Software o afines o Técnico.
Experiencia mínima de 5 años como Backend.
Experiencia de 3 a más en Node JS.
Experiencia de 2 años a más en Amazon Web Services.
Experiencia de 3 en en programación en Javascript, Node JS con Express y Type Script
Experiencia en Git / Gitlab: Gitflow, comandos Rebasing, Stashing, crear y resolver Merge Requests.
Experiencia de 3 años a más en Metodologías Ágiles como Scrum, Kanban y/o XP.
Nivel intermedio o avanzado en codificación de pruebas de unidad usando TDD.
Experiencia codificando pruebas de rendimiento de SW (carga, estres, escalabilidad) usando Gatlin u otra herramienta similar.
Conocimiento de BDD.
Conocimiento avanzados de Clean Code, SOLID y Arquitecturas Hexagonales.
Experiencia aplicando prácticas de excelencia técnica como: Continuous Integration, Refactoring, Code Review y Pair Programming.
Conocimiento avanzado de prácticas de código seguro con OWASP 10.
DevSecOps Mindset.
Experiencia en Docker, Mongodb, MySQL, Redis, EventBridge y Kubernetes (deseable).
Condiciones:
Modalidad Remota (1 o 2 veces al mes en el distrito de San Isidro.
Horario de lunes a viernes de 9 am a 6:30pm.
¡Ven y únete al equipo de CSTI CORP!",Lima,Híbrido
Analista Desarrollador Java,"En Experis Perú, nos encontramos en la búsqueda del mejor talento para sumarse a los desafíos de la transformación digital para importante empresa dedicada a la Administración de Fondos Colectivos.
Por ello, te invitamos a formar parte del reto como: Analista Desarrollador Java
Requisitos para el puesto:
Experiencia mínima 2 años en Oracle PL/SQL(indispensable)
Experiencia 3 años en Java(JSP).
Conocimiento de Html, Java Script, Jquery, Css, IDE Netbeans, Bootstrap - Indispensable
VisualStudio - Deseable
Funciones:
Levantamiento de requerimientos documentada.
Convertir las necesidades del negocio en productos de software.
Implementar soluciones tecnológicas, aplicando las buenas prácticas en análisis, diseño y desarrollo de software.
Gestionar los requerimientos asignados por el Jefe de Sistemas.
Hacer seguimiento al desarrollo/pruebas/puesta en producción de la solución propuesta
Gestionar la demanda de los requerimientos.
Diseñar, codificar y probar que los módulos de los programas cumplen con las especificaciones de diseño.
Revisión del listado de pruebas, ejecutar y documentar las pruebas necesarias para asegurar que una aplicación o entorno técnico cumple con los requisitos de rendimiento.
Elaborar la documentación respectiva.
Te ofrecemos:
Ingreso directo a planilla completa con todos los beneficios de ley.
Contrato a plazo fijo con opción a renovar.
Horario: Lunes a viernes: 8:30 a.m. a 6:00pm Sábado: 8:30 a 1:00pm en Lima Cercado
Modalidad: Presencial
EPS
En Experis Perú, promovemos la inclusión y equidad laboral, sin distinción por discapacidad, género, orientación sexual, identidad de género, edad o lugar de origen.
¡Todos los talentos son bienvenidos!",La Victoria,Presencial
Analista Senior de Automatizaciones e Inteligencia Artificial - Hibrido,"En Cibergestión Perú, empresa de servicios BPO presente en 7 países y con atención a las principales entidades financieras, se encuentra en la búsqueda del mejor talento 💪 para ocupar el puesto de Analista Senior de Automatizaciones e Inteligencia Artificial
Misión:
Diseñar, desarrollar y mantener soluciones de automatización e inteligencia artificial que mejoren la eficiencia de los procesos internos y productos de software, contribuyendo a la innovación tecnológica de la organización.
Algunas funciones:
Liderar un pequeño equipo de analistas.
Gestionar los procesos de operaciones diarias.
Identificar oportunidades de automatización en procesos internos y/o clientes.
Colaborar con equipos de desarrollo, QA, producto y negocio.miento del servicio que la empresa disponga.
Diseñar y desarrollar scripts, bots o flujos automatizados.
Implementar modelos de inteligencia artificial aplicados a NLP, clasificación, predicción o visión computacional según los requerimientos.
Integrar automatizaciones con otras aplicaciones mediante APIs o conectores.
Monitorear el rendimiento de automatizaciones e IA en producción.
Documentar procesos, modelos, arquitecturas y mantenimientos realizados
Requisitos:
Estudios universitarios completos en Ingeniería de Sistemas, computación e informatica o afines.
Contar como mínimo con 2 años de experiencia en automatización, desarrollo de bots o soluciones de IA.
Contar con disponibilidad para realizar teletrabajo mixto (Cuando sea presencial se trabajara en San Isidro).
Conocimientos técnicos:
Lenguajes de programación: Python (obligatorio), y deseable alguno de JavaScript, Java, C#
Experiencia con herramientas de RPA: UiPath, Power Automate, Blue Prism o similare.
Conocimiento de la Metodología SCRUM y Kanban.
Manejo de APIs REST y bases de datos relacionales/no relacionales.
Conocimiento con plataformas cloud (AWS, GCP, Azure)
Conocimientos en CI/CD y versionado (Git)
Si crees que cuentas con el perfil, te invitamos a postular a esta posición y ser parte de nuestra familia.",San Isidro,Híbrido
Programador Full Stack c/ exp en IA,"En Valtx, empresa con 24 años de experiencia en el mercado peruano, cuyo objetivo principal es convertirse en un socio estratégico, mediante soluciones tecnológicas en los diversos aspectos de los procesos de negocios; el desarrollo, implementación y mantenimiento de aplicaciones e infraestructura tecnológica para el negocio; y consultoría en diversos procesos de transformación, nos encontramos en la búsqueda de un Programador Full Stack
Desarrollar aplicaciones web y mobiles que cumplan buenas practicas de programación y desarrollo seguro (Indispensable)
Elaborar documentación técnica resultante de la implementación de requerimientos
Especificar, diseñar y mantener mecanismos para almacenar y acceder a datos.
Garantizar la integración y despliegue continuo de los requerimientos implementados
Implementar soluciones de IA para desarrollar features como chatbots, reconocimiento de imágenes o procesamiento de documentos.
¿Qué requisitos necesito?
- Egresado técnico o bachiller universitario en Ingeniería de Sistemas, Informática, Computación o carreras afines.
- 3 años en integración y desarrollo de aplicaciones, con experiencia demostrable en la integración de al menos un tipo de feature de IA (chatbot, visión, NLP) en una aplicación web en producción.
- 1 año de experiencia en proyectos del sector financiero (deseable)
Conocimientos técnicos requeridos:
1) Frontend: Dominio Obligatorio en React, NextJS,
2) Backend: Dominio Obligatorio en Java, Python (Deseable: Nodejs, Nestjs)
3) Bases de Datos: Conocimiento en MongoDB, Firebase, MySQL y SQL Server
4) Infraestructura y DevOps:
Manejo de pipelines CI/CD (GitHub Actions, Jenkins, etc.).
Conocimiento en contenedores (Docker, Kubernetes).
5) Herramientas de IA:
APIs de Cloud: OpenAI API, Google Gemini, Azure AI Services, AWS Bedrock/AI Services.
Frameworks de integración: LangChain, LlamaIndex.
Bibliotecas de ML: Hugging Face transformers, TensorFlow Lite, PyTorch (para inferencia)
Deseable:
Conocimiento de estándares de seguridad (OWASP).
Manejo de herramientas DevOps (Docker, Kubernetes, Jenkins) para automatización de despliegues.
Disponibilidad para trabajar bajo modalidad presencial de L-V en San Borja
¿Por qué Valtx?
Porque creemos que el talento se potencia con propósito. En Valtx no solo desarrollamos tecnología, transformamos negocios y acompañamos a nuestros colaboradores en su desarrollo profesional, promoviendo una cultura colaborativa, cercana y orientada a la excelencia.
¿Estás listo para construir soluciones que marcan la diferencia?
Postula hoy y forma parte de un equipo que evoluciona contigo.",San Borja,Presencial
Programador BMS,"More digital, More human, More Minsait.
Somos una empresa líder global de tecnología y consultoría digital que conecta personas, tecnología y negocios para generar crecimiento, transformación e impacto positivo y sostenible.


Buscamos PROGRAMADOR BMS con ganas de trabajar en nuestros equipos multidisciplinares.


¿Cuál es el reto que te proponemos?
Estarás en contacto continuo con las novedades tecnológicas impulsando la transformación digital.
Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones especializadas para toda la cadena de valor.


¿Qué esperamos por tu parte?

Ingeniero de sistemas, mecatrónica, telecomunicaciones o afines .
Experiencia como programador y desarrollador en PME (Power Monitoring Expert), PSO (Power SCADA Operation), EBO (EcoStruxure Building Operation).
Experiencia con redes TCP/IP
Conocimientos de redes IP y experiencia en sistemas electromecánicos.

Experiencia: 2 años en sistema SCADA y/o BMS para control y monitorización de sistemas electromecánicos.


Funciones principales:
Programar sistemas SCADA y/o BMS para control y monitorización de sistemas electromecácicos,


Motivos por los que te encantará ser un #Minsaiter:
Planilla desde el día 1 Carrera profesional y acceso a plataforma de capacitación adaptada a tus necesidades y motivaciones.
EPS cubierta al 100% Seguro de vida ley

Minsait, technology for a more human future!
Nuestro compromiso es promover ambientes de trabajo en los que se trate con respeto y dignidad a las personas procurando el desarrollo profesional de la plantilla y garantizando la igualdad de oportunidades en su selección, formación y promoción ofreciendo un entorno de trabajo libre de cualquier discriminación por motivos de género, edad, discapacidad, orientación sexual, identidad o expresión de género, religión, etnia, estado civil o cualquier otra circunstancia personal o social.",San Isidro,Presencial
ANALISTA PROGRAMADOR .NET/SQLSERVER,"En iQ Project, empresa apasionada por la tecnología, nos encontramos en la búsqueda del mejor talento para la posición de ANALISTA PROGRAMADOR .NET/SQLSERVER que comparta nuestra pasión y esté listo para asumir nuevos retos.
REQUISITOS:
Experiencia en:
Desarrollo de aplicaciones Web en .Net
Desarrollo de WebServices en .Net
SQL , DTS y Reporting services
Aplicaciones en Cloud (MS Azure)
Uso del GitHub. Trabajo con metodologías ágiles.
Deseable experiencia en:
Sector bancario.
Desarrollo de microservicios.
Programación en Java. Angular.
Ingreso a planilla con todos los beneficios de ley
Modalidad híbrida",Lima,Híbrido
ANALISTA DE PROGRAMADOR,"¡Buscamos un Analista Programador innovador y resolutivo! Si disfrutas transformar ideas en soluciones tecnológicas eficientes, crear aplicaciones robustas y garantizar que cada sistema funcione de manera óptima, esta es tu oportunidad. Únete a nuestro equipo para diseñar, desarrollar y mantener plataformas digitales que impacten directamente en la experiencia de nuestros usuarios y en la modernización de nuestra institución. Tu talento será clave para integrar front end y back end, optimizar procesos mediante automatización y aportar mejoras constantes que eleven el rendimiento de nuestros sistemas. ¡Sé parte del motor tecnológico que impulsa nuestro crecimiento!
Responsabilidades:
Analizar información para la toma de decisiones oportunas y el desarrollo de estrategias comerciales que generen el cumplimiento de las metas comerciales.
Desarrollar el perfilamiento y/o segmentación de la cartera de clientes, así como identificar y proponer nuevos segmentos de clientes enfocados en oportunidades de negocio.
Analizar información específica a medida, utilizando fuentes de información internas y externas, según requerimientos comerciales planteados por el jefe inmediato.
Proporcionar la información necesaria para asegurar una correcta asignación de metas comerciales, un adecuado planeamiento de la capacidad comercial y un seguimiento constante a los esquemas de remuneración variable.
Hacer seguimiento a los indicadores de gestión (KPIs) y reportes estratégicos a monitorear en las instancias establecidas, a fin de asegurar una adecuada gestión del performance, alineado a la estrategia de la Gerencia de Créditos.
Realizar dentro de su competencia las demás funciones y atribuciones que establezcan las disposiciones normativas vigentes y/o las que le asigne su jefe inmediato.
Requisitos
Bachiller en Ingeniería Industrial, Ingeniería de Sistemas, Administración de Empresas, Estadística, Economía o afines.
3 años de experiencia en el desarrollo de interfaces de usuario.
Conocimiento en PI / SQL Oracle, .Net C#, Angular 10 (o superior) y JavaScript y TypeScript (Indispensable)
Se valora experiencia en programación orientada a objetos / Manejo de IDE's, trabajar con frameworks y experiencia con Rest Apis.
Deseable con experiencia en el desarrollo de aplicaciones móviles (IOS y/o Android)",Jesús María,Presencial
Desarrollador .Net / PHP,"More digital. More human. More Minsait.
En Minsait, una compañía de Indra, somos líderes globales en tecnología y consultoría digital. Conectamos personas, tecnología y negocios para impulsar el crecimiento, la transformación y un impacto positivo y sostenible.
¡Únete como Desarrollador .NET/PHP!
Buscamos profesionales apasionados por la tecnología, con ganas de formar parte de nuestros equipos multidisciplinares y contribuir a proyectos de alto impacto.
¿Qué buscamos?
Profesional de Ingeniería de Sistemas, Informática o carreras afines.
Mínimo 4 años de experiencia desarrollando con .NET y PHP.
Conocimientos sólidos en:C# .NET ASP 3 JavaScript, VB 6.0 SQL Server GIT (control de versiones) PHP Nativo 5.6 MySQL
Valoramos adicionalmente:
Experiencia en migraciones de PHP 5.6 a 8.4
Manejo de WAMP Server
Conocimientos en SOAP
Buen manejo de herramientas de control de versiones
¿Por qué te encantará ser un #Minsaiter?
EPS cubierta al 100%
Trabajo remoto de lunes a viernes (7:00 a.m. - 4:30 p.m.)
Contrato en planilla a plazo fijo (renovable)
Acceso total a Udemy
Asesorías nutricionales y psicológicas gratuitas
Línea de carrera y oportunidades de crecimiento
Kit ergonómico para trabajar desde casa
Minsait, technology for a more human future
Nuestro compromiso es fomentar un entorno laboral inclusivo, respetuoso y libre de cualquier tipo de discriminación. Promovemos la igualdad de oportunidades en todos nuestros procesos de selección, formación y desarrollo profesional.",Lima,Remoto
Desarrollador Frontend React - Por Proyecto,"En Indra seguimos creciendo y buscamos Desarroladores Frontend React.js para formar parte de nuestro equipo. Si eres un apasionado de la tecnología, tienes experiencia en plataformas de datos y quieres formar parte de una empresa global en constante innovación, ¡este es tu lugar!
🎯 Requisitos técnicos:
Profesional universitario o técnico de Ingeniería de Sistemas, Informática o carreras afines.
Experiencia de 3 años a más con React Js (indispensable).
Experiencia en preprocesadores CSS.
Experiencia en integraciones de APIS (AMPLIFY).
Experiencia en patrones de arquitectura (Ej, MVC, Flux, etc).
Experiencia en microfrontend.
Experiencia con Javascript (one-page lifecycle, anonymous functions, scoping, polifylling).
Experiencia con UX/UI (deseable)",San Isidro,Híbrido
Analista Programador Postgre/Oracle/Híbrido,"Por encargo de nuestro cliente, importante empresa líder en finanzas, nos encontramos encuentra en búsqueda de:
(1) Analista Programador Postgre/Oracle
Requisitos
Universitario de Ingeniería de Sistemas, Informática, o afines
Experiencia de 3 años en puestos similares como mínimo
Experiencia realizando labores de Analista de Sistemas
Desarrollador Oracle (PL/SQL) nivel avanzado, store procedures, funciones, packages
Desarrollador BD PostgreSQL nivel avanzado
Experiencia realizando tuning de Base de Datos
Conocimiento en Oracle Data Integrator (ODI)
Experiencia en GCP, Cloud Composer, Cloud Storage, Cloud Functions, Data Funciton, Data low
Modelamiento de Base de Datos
Recomendable que haya realizado labores como Analista Fullstack
Funciones:
Diseñar, analizar y desarrollar soluciones en la Base de Datos
Realizar la documentación correspondiente al proyecto
Realizar estimaciones del trabajo solicitado
Hacer las correcciones y/o mejoras de los programas realizados
Coordinar el pase a producción
Dar soporte post-producción de la solución
¿Qué ofrecemos?
Ingreso a planilla GENERAL de la empresa.
Remuneración acorde al mercado
Trabajo Híbrido: 1 vez a la semana (jueves) asistir a las oficinas del cliente en San Borja.
Horario: Lunes a viernes de 8:30am a 6:30pm
El cliente brindará laptop.",San Borja,Híbrido
